PROLIFIC_PID,id,PID,date,timer_total,age,gender,gender_open,rururb01,rururb02,rururb02_open,rururb03,education,party,party_open,party_closer,party_preference,party_strength,party_importance,party_importance_raw,affpol_raw,affpol_weighted,valence_democrats,valence_republicans,arousal_democrats,arousal_republicans,condition,outparty_estimate,deviation,control_est_dem,control_est_rep,treat_est_dem_01,treat_est_dem_02,treat_est_dem_03,treat_est_rep_01,treat_est_rep_02,treat_est_rep_03,k_rural,k_urban,k_ingroup,k_outgroup,k_mean,k_outgroup_ingroup,beta,manip_check_01,democratic_support,freefair,freefair_raw,ethnicity01,ethnicity02,ethnicity_open,income,treat_dem_surprise,treat_rep_surprise,treat_dem_credible,treat_rep_credible,purpose,feedback,pre_commitment,pre_attention,post_attention,max_boxes,easy65,hard80,hard95,work_total,work_voteurban,work_voterural,work_ingroup,work_outgroup,work_difference,democratic_support_raw,antidemocratic_01,antidemocratic_02,antidemocratic_03,antidemocratic_04,democratic_01,democratic_02,democratic_03,democratic_04,freefair_01,freefair_02,freefair_02_r,inparty,outparty
385,R_10y7V7B552801eF,P05,25/02/2026 00:47,1707,20,Woman,,City,Suburb,,2,2-year college degree,Republican,,NA,Republican,Strong,0.0999186570896305,75,-0.871373831704737,-0.953231480369298,40,65,21,41,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,0.132414279217293,0.143184076993321,0.132414279217293,0.143184076993321,0.137799178105307,0.01076979777602799,4.75241219939416,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$50,000 to $59,999",NA,40,NA,80,Fulfilling.,No.,"Yes, I will",passed,passed,14,9,11,13,13,7,6,6,7,-1,400,0,0,0,0,100,100,100,100,5,1,5,Republican,Democrat
386,R_1qdO3YxXuyGco2C,P112,25/02/2026 00:48,962,69,Woman,,Small town,Suburb,,1,4-year college degree,Democrat,,NA,Democrat,Strong,1.1504505656455,100,1.47206118227688,1.9187014099635,95,2,85,85,Treatment,4,0,NA,NA,Often,NA,NA,NA,NA,NA,1.1950106987643,0.278393504843869,0.278393504843869,1.1950106987643,0.7367021018040846,0.9166171939204311,2.71091460376186,Republican,0.85303048971158,0.939203043737683,10,White,NA,,"$100,000 to $149,999",90,NA,70,NA,"A bit confusing - I may have been working for ""the wrong side""!",I think I needed another couple of seconds to figure out what I needed to do. ,"Yes, I will",passed,passed,16,10,13,15,9,7,2,7,2,5,396,1,1,1,1,99,99,99,99,5,1,5,Democrat,Republican
387,R_3neLLdLNg6H6tW0,P250,25/02/2026 00:49,874,65,Man,,Rural area,Suburb,,2,Postgraduate degree,Republican,,NA,Republican,Strong,-0.950613251466235,50,-0.319977357826708,-0.316937985538023,50,91,51,51,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,0.714366090416335,0.591962071580593,0.714366090416335,0.591962071580593,0.653164080998464,-0.12240401883574203,3.19721778394408,Republican,-0.417181268799969,0.939203043737683,10,White,NA,,"$150,000 or more",NA,NA,NA,NA,Not helpful,no,"Yes, I will",passed,passed,16,10,13,15,7,4,3,3,4,-1,285,0,16,0,99,100,84,100,1,5,1,5,Republican,Democrat
388,R_6B5PC2k9Nru9gyH,P441,25/02/2026 00:56,1795,58,Woman,,Rural area,Rural,,4,4-year college degree,Democrat,,NA,Democrat,Strong,0.73023780222315,90,-1.04368522979162,-1.13173839216622,90,70,100,10,Control,3,-1,Sometimes,NA,NA,NA,NA,NA,NA,NA,1.12209484792569,0.664375361018512,0.664375361018512,1.12209484792569,0.893235104472101,0.457719486907178,2.22701959513405,Republican,-1.04656547346785,0.939203043737683,10,Black or African-American,NA,,"$50,000 to $59,999",NA,NA,NA,NA,I find this task to be very important.,Good Study! Thank you for the opportunity!,"Yes, I will",passed,passed,12,8,10,11,7,4,3,4,3,1,230,0,80,0,90,100,20,100,10,5,1,5,Democrat,Republican
389,R_6rNz4YBQ2rbNB1G,P537,25/02/2026 00:56,774,73,Man,,Suburb,Suburb,,1,Postgraduate degree,Democrat,,NA,Democrat,Strong,0.0158761044051612,73,-0.905836111322114,-0.803796238123145,82,58,50,51,Control,3,-1,Sometimes,NA,NA,NA,NA,NA,NA,NA,0.285196380856526,0.441857377905203,0.441857377905203,0.285196380856526,0.3635268793808645,-0.15666099704867703,1.30371329673063,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$90,000 to $99,999",NA,NA,NA,NA,I found it to be fun and fairly simple.,Thanks for showing me this survey.,"Yes, I will",passed,passed,19,12,15,18,13,6,7,6,7,-1,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
39,R_1YO20r2kCGF1Cpz,P69,24/02/2026 16:58,899,64,Woman,,Rural area,Rural,,5,4-year college degree,Republican,,NA,Republican,Not very strong,-2.84157068686679,5,1.19636294533787,0.88159526299377,0,85,100,32,Control,1,-3,NA,Almost never,NA,NA,NA,NA,NA,NA,0.115821568640139,0.912563497908716,0.115821568640139,0.912563497908716,0.5141925332744275,0.796741929268577,3.26366457464019,Republican,-1.08089552099519,0.293190368150917,9,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,I thought it was fun.,None,"Yes, I will",passed,passed,31,20,25,29,12,3,9,9,3,6,227,80,41,0,52,20,59,100,48,4,1,5,Republican,Democrat
390,R_7wLwmi33haX59gn,P662,25/02/2026 00:57,1153,64,Man,,Suburb,City,,4,"College, but not degree",Democrat,,NA,Democrat,Not very strong,-0.488379211701654,61,-0.354439637444085,-0.158399767662288,70,30,69,70,Control,1,-3,Almost never,NA,NA,NA,NA,NA,NA,NA,0.161569532684515,0.476655651012986,0.476655651012986,0.161569532684515,0.3191125918487505,-0.315086118328471,3.28041309046988,Republican,0.898803886414699,0.293190368150917,9,White,"Hispanic, Latino, or Spanish origin",,"$40,000 to $49,999",NA,NA,NA,NA,tricky,none,"Yes, I will",passed,passed,12,8,10,11,10,5,5,5,5,0,400,0,0,0,0,100,100,100,100,5,2,4,Democrat,Republican
391,R_10owZHIcqYbny3P,P04,25/02/2026 00:58,866,40,Man,,Suburb,Suburb,,3,4-year college degree,Republican,,NA,Republican,Not very strong,0.1839612097741,77,-1.04368522979162,-0.877515319558623,73,93,56,60,Treatment,4,0,NA,NA,NA,NA,NA,Often,NA,NA,1.14750344200087,0.5168662779559,1.14750344200087,0.5168662779559,0.832184859978385,-0.63063716404497006,2.45156812523833,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$60,000 to $69,999",NA,70,NA,85,fun,no,"Yes, I will",passed,passed,26,17,21,25,8,5,3,3,5,-2,400,0,0,0,0,100,100,100,100,5,1,5,Republican,Democrat
392,R_5nSO89qyll1zxx1,P389,25/02/2026 00:59,1717,60,Woman,,Suburb,Suburb,,1,4-year college degree,Democrat,,NA,Democrat,Not very strong,-2.21125154173327,20,-0.354439637444085,-0.446627853040215,70,30,70,30,Treatment,4,0,NA,NA,Often,NA,NA,NA,NA,NA,1.50364778760648,1.40242125029025,1.40242125029025,1.50364778760648,1.4530345189483649,0.10122653731622999,5.39100165312711,Republican,0.44106991938351,0.293190368150917,9,White,"Hispanic, Latino, or Spanish origin",,"$60,000 to $69,999",10,NA,10,NA,different from other surveys,None.,"Yes, I will",passed,passed,12,8,10,11,0,0,0,0,0,0,360,10,10,10,10,90,90,90,90,5,2,4,Democrat,Republican
393,R_5ODo9IMAkRifHSh,P334,25/02/2026 00:59,552,29,Woman,,Suburb,Rural,,2,"College, but not degree",Republican,,NA,Republican,Not very strong,0.478110144169742,84,0.300343675286073,-0.0963632399270678,27,86,21,91,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,0.889343984074522,1.25433673675981,0.889343984074522,1.25433673675981,1.071840360417166,0.36499275268528797,3.23135528698489,Republican,-0.691821649018682,-1.64484765860938,6,White,NA,,"$80,000 to $89,999",NA,NA,NA,NA,Exciting,None,"Yes, I will",passed,passed,23,15,18,22,4,0,4,4,0,4,261,27,37,37,38,73,63,63,62,4,4,2,Republican,Democrat
394,R_6CTeyXlhk6pZ0d3,P448,25/02/2026 01:04,832,59,Woman,,City,Small-town,,2,Postgraduate degree,Democrat,,NA,Democrat,Strong,0.310025038800804,80,0.851740149164102,1.00404331292385,85,10,59,85,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,1.25684706082088,0.309463597283452,0.309463597283452,1.25684706082088,0.783155329052166,0.9473834635374279,4.91019606904553,Republican,0.795813743832682,0.939203043737683,10,White,NA,,"$100,000 to $149,999",80,NA,67,NA,"I enjoyed the task, but I did it with a partisan lean",no,"Yes, I will",passed,passed,24,16,19,23,8,7,1,7,1,6,391,0,9,0,0,100,91,100,100,5,1,5,Democrat,Republican
395,R_7adk4tZ2RtxD5gB,P606,25/02/2026 01:06,1387,75,Woman,,Suburb,Suburb,,3,2-year college degree,Republican,,NA,Republican,Strong,0.814280354907619,92,-0.319977357826708,-0.452177064142203,50,91,25,92,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,0.114172536084888,1.0287767786102,0.114172536084888,1.0287767786102,0.571474657347544,0.914604242525312,3.10809868042334,Republican,-0.520171411381987,0.939203043737683,10,White,NA,,"$20,000 to $29,999",NA,95,NA,6,It was an interesting way to generate donations.,No,"Yes, I will",passed,passed,12,8,10,11,11,2,9,9,2,7,276,50,0,74,0,50,100,26,100,5,1,5,Republican,Democrat
396,R_1GvkDkr9WH2A67Z,P42,25/02/2026 01:10,1032,72,Woman,,Suburb,City,,3,4-year college degree,Democrat,,NA,Democrat,Strong,0.940344183934323,95,1.50652346189426,1.91793484692522,94,0,78,89,Control,3,-1,Sometimes,NA,NA,NA,NA,NA,NA,NA,1.21922447419821,1.39316221161225,1.39316221161225,1.21922447419821,1.30619334290523,-0.17393773741404006,5.08887231337589,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$20,000 to $29,999",NA,NA,NA,NA,"Difficult; I assumed I wouldn't be able to click enough boxes so I didn't even try, I just picked ""rest"" every time but I didn't even always get that in time",,"Yes, I will",passed,passed,12,8,10,11,0,0,0,0,0,0,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
397,R_63PVPXQTYnBnCjD,P429,25/02/2026 01:31,860,58,Woman,,Rural area,Small-town,,3,4-year college degree,Democrat,,NA,Democrat,Strong,0.352046315143038,81,0.989589267633609,1.08222427624855,87,8,50,100,Treatment,5,1,NA,NA,Almost always,Often,NA,NA,NA,NA,1.50393491957271,1.40844687551045,1.40844687551045,1.50393491957271,1.45619089754158,0.09548804406226008,5.43131298139194,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$150,000 or more",0,NA,81,NA,Not at all motivating.  Clicking is an awful task.,The first few times I was too slow and didn't click in time but I still got a message about points for a certain org,"Yes, I will",passed,passed,12,8,10,11,0,0,0,0,0,0,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
398,R_7QQoyVAXqn0EnNp,P592,25/02/2026 01:47,1362,65,Woman,,City,Rural,,4,"College, but not degree",Democrat,,NA,Democrat,Strong,1.1504505656455,100,1.71329713959852,-0.928035781821143,100,0,100,0,Control,3,-1,Sometimes,NA,NA,NA,NA,NA,NA,NA,0.127252837399438,0.246144641971438,0.246144641971438,0.127252837399438,0.186698739685438,-0.11889180457200002,4.47955921120686,Republican,0.212202935867916,-1.64484765860938,6,Black or African-American,NA,,"$30,000 to $39,999",NA,NA,NA,NA,work together,no,"Yes, I will",passed,passed,13,8,10,12,16,7,9,7,9,-2,340,0,0,60,0,100,100,40,100,5,5,1,Democrat,Republican
399,R_7b8GY9jCslLX0NX,P607,25/02/2026 02:14,1076,63,Man,,Suburb,City,,2,"College, but not degree",Democrat,,NA,Democrat,Strong,1.1504505656455,100,1.02405154725099,1.64762414975438,90,10,100,95,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,1.36270392760871,0.270758198645543,0.270758198645543,1.36270392760871,0.8167310631271265,1.091945728963167,3.62331398564423,Republican,0.85303048971158,0.939203043737683,10,White,NA,,"$90,000 to $99,999",90,NA,80,NA,The task was engaging and fun to do.,"Im a democrat and not a fan of the current republican administration. I would be more inclined to encourage everyone to vote for either party, but under diferent circumstances than what we are currently dealing with in the republican party. Thanks for the survey.","Yes, I will",passed,passed,18,12,14,17,8,7,1,7,1,6,396,1,1,1,1,99,99,99,99,5,1,5,Democrat,Republican
4,R_6gRekXRqCUAbYEr,P511,24/02/2026 16:30,756,34,Woman,,Rural area,City,,2,4-year college degree,Democrat,,NA,Democrat,Strong,1.10842928930326,99,0.644966471459841,0.693917076859058,89,20,64,62,Control,1,-3,Almost never,NA,NA,NA,NA,NA,NA,NA,0.129839787274744,0.143049634920307,0.143049634920307,0.129839787274744,0.13644471109752548,-0.013209847645563016,4.7905576720899,Republican,0.898803886414699,0.293190368150917,9,White,NA,,"$30,000 to $39,999",NA,NA,NA,NA,"I found it interesting because it made me think about vote suppression and the partisanship of it. I would not want to suppress votes in my area just because not all rural people vote like me, but the task made me think about it a lot.","Thank you for the opportunity to participate, this was more thought provoking than I expected.","Yes, I will",passed,passed,23,15,18,22,18,9,9,9,9,0,400,0,0,0,0,100,100,100,100,4,1,5,Democrat,Republican
40,R_73beiAWkdvmiqgp,P552,24/02/2026 16:58,600,50,Man,,City,Suburb,,2,"College, but not degree",Democrat,,NA,Democrat,Strong,-0.320294106332716,65,0.059107717964436,0.109577435854393,79,27,63,56,Treatment,2,-2,NA,NA,Rarely,Rarely,Often,NA,NA,NA,0.572722336989609,0.51979663501948,0.51979663501948,0.572722336989609,0.5462594860045444,0.05292570197012891,2.56241698622794,Republican,0.521173363613968,0.293190368150917,9,Black or African-American,NA,,"$10,000 to $19,999",44,NA,50,NA, found it tedious ,n/a,"Yes, I will",passed,passed,33,21,26,31,11,5,6,5,6,-1,367,20,1,5,7,80,99,95,93,4,1,5,Democrat,Republican
400,R_7nNsFALmkg5Jw6K,P636,25/02/2026 02:15,889,49,Man,,City,City,,4,High school,Republican,,NA,Republican,Strong,1.1504505656455,100,1.54098574151164,2.28273465131352,5,100,100,100,Control,1,-3,NA,Almost never,NA,NA,NA,NA,NA,NA,0.361422239330639,1.13034788604086,0.361422239330639,1.13034788604086,0.7458850626857495,0.768925646710221,2.57330233847402,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$60,000 to $69,999",NA,NA,NA,NA,Easy,None at this time.,"Yes, I will",passed,passed,26,17,21,25,9,2,7,7,2,5,400,0,0,0,0,100,100,100,100,5,1,5,Republican,Democrat
401,R_18HEuE1IC87Cvq9,P25,25/02/2026 02:16,707,58,Woman,,Rural area,Suburb,,3,"College, but not degree",Democrat,,NA,Democrat,Not very strong,-2.16923026539104,21,-1.56061942405227,-1.31934975871106,86,91,57,84,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,1.0406226562879,0.816779974723665,0.816779974723665,1.0406226562879,0.9287013155057825,0.22384268156423492,3.76515469420044,Republican,-2.80884124653793,-1.64484765860938,6,White,NA,,"$90,000 to $99,999",68,NA,77,NA,it was interesting,,"Yes, I will",passed,passed,35,23,28,33,5,3,2,3,2,1,76,80,91,74,79,20,9,26,21,3,3,3,Democrat,Republican
402,R_3piq5EICSNGZlrc,P259,25/02/2026 02:37,730,49,Man,,Suburb,Rural,,4,4-year college degree,Republican,,NA,Republican,Strong,0.73023780222315,90,1.54098574151164,1.52689659723559,1,96,84,51,Treatment,1,-3,NA,NA,NA,NA,NA,Almost never,Often,NA,0.12417774826134,1.29393989619531,0.12417774826134,1.29393989619531,0.709058822228325,1.16976214793397,4.12780714143897,Republican,-1.43563934544436,-0.998834983022615,7,White,NA,,"$100,000 to $149,999",NA,97,NA,1,fun,,"Yes, I will",passed,passed,16,10,13,15,10,1,9,9,1,8,196,11,50,94,49,89,50,6,51,2,1,5,Republican,Democrat
403,R_611uxD5ptPeq5xf,P418,25/02/2026 02:52,766,25,Woman,,City,Small-town,,3,4-year college degree,Democrat,,NA,Democrat,Strong,0.73023780222315,90,0.507117352990334,0.260412510583593,70,5,30,90,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,1.35102773079973,0.304359218422402,0.304359218422402,1.35102773079973,0.827693474611066,1.046668512377328,2.70415083319595,Republican,-0.726151696546022,-0.998834983022615,7,Asian,NA,,"$40,000 to $49,999",NA,NA,NA,NA,Easy,No.,"Yes, I will",passed,passed,25,16,20,24,6,6,0,6,0,6,258,62,60,0,20,38,40,100,80,4,3,3,Democrat,Republican
404,R_68HG8sH0ldHHsKa,P435,25/02/2026 02:59,958,58,Woman,,Suburb,Suburb,,3,2-year college degree,Republican,,NA,Republican,Not very strong,-1.79103877831093,30,-1.73293082213916,-1.48311397446812,70,70,21,21,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,1.50413451577983,1.41026944605617,1.50413451577983,1.41026944605617,1.4572019809180001,-0.09386506972366004,5.46313562600288,Republican,0.85303048971158,0.939203043737683,10,White,NA,,"$80,000 to $89,999",NA,80,NA,70,I chose to rest for credits so I would not be stressed time wise,Have a great day!,"Yes, I will",passed,passed,16,10,13,15,0,0,0,0,0,0,396,4,0,0,0,96,100,100,100,5,1,5,Republican,Democrat
405,R_6iUB7bL2hfvFV7h,P515,25/02/2026 03:06,1052,51,Man,,Suburb,Suburb,,4,"College, but not degree",Republican,,NA,Republican,Strong,0.520131420511977,85,-0.699062433617853,-0.546942398089362,50,80,50,80,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,0.382628433839755,0.585095762988918,0.382628433839755,0.585095762988918,0.48386209841433647,0.202467329149163,3.03808127950086,Republican,-0.485841363854647,0.293190368150917,9,White,NA,,"$60,000 to $69,999",NA,NA,NA,NA,I enjoyed it,none,"Yes, I will",passed,passed,14,9,11,13,12,5,7,7,5,2,279,10,5,96,10,90,95,4,90,4,1,5,Republican,Democrat
406,R_3NUPX8tWbmU7kiD,P181,25/02/2026 03:07,1356,76,Woman,,City,City,,1,Postgraduate degree,Democrat,,NA,Democrat,Strong,0.520131420511977,85,-0.354439637444085,-0.220625023507173,95,55,85,50,Treatment,3,-1,NA,NA,Sometimes,Often,NA,NA,NA,NA,0.12842464368001,0.193897814114791,0.193897814114791,0.12842464368001,0.1611612288974005,-0.06547317043478101,4.61295253381573,Republican,0.85303048971158,0.293190368150917,9,Black or African-American,NA,,"$90,000 to $99,999",40,NA,95,NA,Amazing!,This was a wonderful thought provoking task.,"Yes, I will",passed,passed,18,12,14,17,13,6,7,6,7,-1,396,1,1,1,1,99,99,99,99,5,2,4,Democrat,Republican
407,R_7HU0GBsVxvh3DcR,P577,25/02/2026 03:19,883,26,Woman,,Suburb,Suburb,,1,4-year college degree,Republican,,NA,Republican,Strong,-0.110187724621543,70,0.507117352990334,0.708029122071163,10,75,90,60,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,0.124177741579655,1.29394183605878,0.124177741579655,1.29394183605878,0.7090597888192175,1.169764094479125,4.12780918369809,Republican,-0.131097539405476,-1.64484765860938,6,White,NA,,"$50,000 to $59,999",NA,85,NA,10,,,"Yes, I will",passed,passed,40,26,32,38,10,1,9,9,1,8,310,0,0,85,5,100,100,15,95,3,3,3,Republican,Democrat
408,R_6wGedQrdRVTXvMO,P544,25/02/2026 03:22,1464,60,Woman,,City,City,,4,4-year college degree,Democrat,,NA,Democrat,Strong,0.898322907592088,94,0.989589267633609,1.55337142178076,89,10,96,92,Control,1,-3,Almost never,NA,NA,NA,NA,NA,NA,NA,1.41901563599848,0.350103601173239,0.350103601173239,1.41901563599848,0.8845596185858595,1.068912034825241,3.40792562504,Republican,-2.90038803994417,-4.22889836095644,2,Black or African-American,NA,,"$10,000 to $19,999",NA,NA,NA,NA,I felt kind of stressed and nervous.,This study was unique. It kept me interested throughout.,"Yes, I will",passed,passed,12,8,10,11,7,6,1,6,1,5,68,50,100,82,100,50,0,18,0,1,5,1,Democrat,Republican
409,R_1O7WfDWsEVgSr0j,P57,25/02/2026 03:36,1173,70,Woman,,City,City,,3,Postgraduate degree,Democrat,,NA,Democrat,Strong,0.310025038800804,80,1.29974978419,1.89704969570218,90,2,90,98,Treatment,1,-3,NA,NA,Almost never,Often,NA,NA,NA,NA,0.129839890936877,0.143049820474137,0.143049820474137,0.129839890936877,0.13644485570550702,-0.013209929537259996,4.79056650188643,Republican,0.85303048971158,0.939203043737683,10,White,NA,,"$50,000 to $59,999",90,NA,50,NA,"It was a fun task to do, and nice that it was helping a good cause.",,"Yes, I will",passed,passed,12,8,10,11,18,9,9,9,9,0,396,2,0,2,0,98,100,98,100,5,1,5,Democrat,Republican
41,R_3vdkLZrv5Zn5Bam,P281,24/02/2026 16:59,956,65,Woman,,City,Small-town,,3,High school,Republican,,NA,Republican,Strong,-0.068166448279308,71,-0.251052798591955,-0.176352364824789,50,93,50,70,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,0.835768329956521,0.854204102209495,0.835768329956521,0.854204102209495,0.844986216083008,0.018435772252974103,2.80906811897148,Republican,0.338079776801493,-0.998834983022615,7,White,NA,,"$10,000 to $19,999",NA,71,NA,50,indifferent,,"Yes, I will",passed,passed,12,8,10,11,7,3,4,4,3,1,351,0,0,49,0,100,100,51,100,4,3,3,Republican,Democrat
410,R_5VBJ4KMHjuFZpEV,P348,25/02/2026 03:44,631,22,Woman,,City,Suburb,,4,"College, but not degree",Republican,,NA,Republican,Not very strong,-0.782528146097297,54,-1.73293082213916,-1.48311397446812,51,51,51,51,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,0.260425485499628,0.372328254690995,0.260425485499628,0.372328254690995,0.3163768700953115,0.11190276919136699,2.10884213556303,Republican,-1.48141274214748,-1.64484765860938,6,White,NA,,"Less than $10,000",NA,53,NA,51,interesting,,"Yes, I will",passed,failed,20,13,16,19,14,7,7,7,7,0,192,52,51,52,53,48,49,48,47,3,3,3,Republican,Democrat
412,R_7hsR347sSbrtvEv,P626,25/02/2026 03:50,825,66,Woman,,Rural area,Suburb,,1,"College, but not degree",Democrat,,NA,Democrat,Strong,0.772259078565384,91,-0.00981684127031756,-0.0746891893144878,81,31,50,50,Control,1,-3,Almost never,NA,NA,NA,NA,NA,NA,NA,1.33014832071309,0.512617747895842,0.512617747895842,1.33014832071309,0.921383034304466,0.817530572817248,3.48165473251116,Republican,-1.22965906028033,0.293190368150917,9,White,NA,,"$50,000 to $59,999",NA,NA,NA,NA,stressful!,It felt like it was trying to manipulate me into being mean,"Yes, I will",passed,passed,13,8,10,12,7,6,1,6,1,5,214,31,25,80,50,69,75,20,50,4,1,5,Democrat,Republican
413,R_61FmRoRZ9kMm1oG,P419,25/02/2026 03:52,1669,68,Man,,Suburb,Suburb,,2,Postgraduate degree,Democrat,,NA,Democrat,Not very strong,-1.79103877831093,30,-0.182128239357201,-0.345072920836152,65,20,30,60,Treatment,3,-1,NA,NA,Sometimes,Often,NA,NA,NA,NA,1.02058988033119,0.98763384105932,0.98763384105932,1.02058988033119,1.004111860695255,0.032956039271869964,5.59318105050904,Republican,0.85303048971158,-0.352822307435849,8,White,NA,,"$150,000 or more",60,NA,55,NA,Cheesy.,Nothing to add.,"Yes, I will",passed,passed,14,9,11,13,4,2,2,2,2,0,396,1,1,1,1,99,99,99,99,5,3,3,Democrat,Republican
414,R_7nut17hmzDs5jFu,P637,25/02/2026 04:05,1035,65,Woman,,Suburb,Rural,,3,High school,Republican,,NA,Republican,Not very strong,-0.110187724621543,70,-1.18153434826113,-0.952659473369349,65,81,65,75,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,0.359967641923924,0.130643401393298,0.359967641923924,0.130643401393298,0.245305521658611,-0.229324240530626,3.18792280810585,Democrat,-0.211200983635934,0.293190368150917,9,White,NA,,"$60,000 to $69,999",NA,NA,NA,NA,I think it is a great idea. I appreciate the opportunity to do so.,I think this survey is very original and I'm honored to be a part of it.,"Yes, I will",passed,passed,15,10,12,14,16,9,7,7,9,-2,303,10,15,70,2,90,85,30,98,5,2,4,Republican,Democrat
415,R_5qfKb3OZg2AbZJF,P395,25/02/2026 04:45,1264,29,Woman,,Suburb,Rural,,4,2-year college degree,Republican,,NA,Republican,Strong,0.562152696854211,86,0.886202428781478,1.22310409957157,20,96,81,80,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,0.116763282092356,0.871288144781231,0.116763282092356,0.871288144781231,0.49402571343679347,0.754524862688875,3.35462796396706,Republican,-0.703264998194462,-0.352822307435849,8,White,NA,,"$100,000 to $149,999",NA,81,NA,70,I really enjoyed it. I like that you were given the option to rest each time as well.,,"Yes, I will",passed,passed,14,9,11,13,12,3,9,9,3,6,260,60,20,40,20,40,80,60,80,4,2,4,Republican,Democrat
416,R_5dF7ZcZmUQVks1u,P358,25/02/2026 04:54,938,58,Woman,,City,Suburb,,3,High school,Democrat,,NA,Democrat,Strong,0.394067591485273,82,-0.767986992852607,-0.57388016408753,100,72,100,50,Treatment,3,-1,NA,NA,Sometimes,Often,NA,NA,NA,NA,0.129718414023476,0.143967696885582,0.143967696885582,0.129718414023476,0.13684305545452902,-0.014249282862106,4.77564777515396,Republican,0.87591718806314,0.939203043737683,10,White,NA,,"$40,000 to $49,999",76,NA,50,NA,interesting,none thank you,"Yes, I will",passed,passed,17,11,14,16,16,7,9,7,9,-2,398,0,1,1,0,100,99,99,100,5,1,5,Democrat,Republican
417,R_11pbkBZOXokqox3,P09,25/02/2026 04:54,855,29,Woman,,City,City,,5,Postgraduate degree,Republican,,NA,Republican,Strong,0.814280354907619,92,-1.69846854252178,-1.44579898640012,90,91,88,89,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,0.129840287906037,0.143049272830297,0.129840287906037,0.143049272830297,0.13644478036816698,0.013208984924260009,4.79056427723833,Republican,-3.06059492840509,-1.64484765860938,6,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,"""Motivating""",,"Yes, I will",passed,failed,24,16,19,23,18,9,9,9,9,0,54,87,87,85,87,13,13,15,13,4,4,2,Republican,Democrat
418,R_1w5w3xogHHq9Op3,P127,25/02/2026 05:01,1475,71,Woman,,Small town,Suburb,,2,"College, but not degree",Democrat,,NA,Democrat,Strong,-0.110187724621543,70,0.33480595490345,0.434017693828774,90,30,70,60,Control,1,-3,Almost never,NA,NA,NA,NA,NA,NA,NA,1.48344865302106,0.401077961013575,0.401077961013575,1.48344865302106,0.9422633070173175,1.082370692007485,3.6762251932991,Republican,0.784370394656902,-0.998834983022615,7,White,NA,,"$10,000 to $19,999",NA,NA,NA,NA,I found the task interesting and fun.,Clean up on Aisle 47,"Yes, I will",passed,passed,12,8,10,11,7,7,0,7,0,7,390,0,0,0,10,100,100,100,90,4,3,3,Democrat,Republican
419,R_3zqoBjBQXvj540q,P287,25/02/2026 05:04,1862,60,Woman,,Rural area,Small-town,,3,Postgraduate degree,Democrat,,NA,Democrat,Strong,0.562152696854211,86,-1.69846854252178,-1.44750584191497,81,80,81,80,Control,4,0,Often,NA,NA,NA,NA,NA,NA,NA,1.32923280773707,1.32744578562562,1.32744578562562,1.32923280773707,1.328339296681345,0.0017870221114499873,4.02042425016312,Republican,0.349523125977272,0.293190368150917,9,White,NA,,"$150,000 or more",NA,NA,NA,NA,This was fun - I did think to not work as hard for the Republican but that did not seem fair,Ticking off the boxes was extremely difficult for me.  This kinda reminded of the college experiment where you could shock your opponent or yourself,"Yes, I will",passed,passed,12,8,10,11,1,0,1,0,1,-1,352,14,11,15,8,86,89,85,92,5,2,4,Democrat,Republican
